기준년월,행정동코드,중분류업종코드,매출금액,활성화비율
202301,4111156000,00,57305338.00000000000000000000,100.00000000000000000000
202301,4111156000,A0,0E-20,0E-20
202301,4111156000,B0,0E-20,0E-20
202301,4111156000,B1,0E-20,0E-20
202301,4111156000,B2,0E-20,0E-20
202301,4111156000,B3,0E-20,0E-20
202301,4111156000,C0,0E-20,0E-20
202301,4111156000,C1,0E-20,0E-20
202301,4111156000,C2,0E-20,0E-20
202301,4111156000,C3,0E-20,0E-20
202301,4111156000,D0,0E-20,0E-20
202301,4111156000,D1,0E-20,0E-20
202301,4111156000,D2,0E-20,0E-20
202301,4111156000,E0,0E-20,0E-20
202301,4111156000,E1,0E-20,0E-20
202301,4111156000,E3,0E-20,0E-20
202301,4111156000,F0,0E-20,0E-20
202301,4111156000,F2,0E-20,0E-20
202301,4111156000,G0,0E-20,0E-20
202301,4111156000,G1,0E-20,0E-20
202301,4111156000,H0,0E-20,0E-20
202301,4111156000,H1,0E-20,0E-20
202301,4111156000,I1,0E-20,0E-20
202301,4111156000,J0,0E-20,0E-20
202301,4111156000,K0,0E-20,0E-20
202301,4111156000,K1,0E-20,0E-20
202301,4111156000,L0,0E-20,0E-20
202301,4111156000,M0,0E-20,0E-20
202301,4111156000,M1,0E-20,0E-20
202301,4111156000,N0,0E-20,0E-20
202301,4111156000,N1,0E-20,0E-20
202301,4111156000,TO,0E-20,0E-20
202301,4111156600,00,138053176.00000000000000000000,100.00000000000000000000
202301,4111156600,A0,0E-20,0E-20
202301,4111156600,B0,0E-20,0E-20
202301,4111156600,B1,0E-20,0E-20
202301,4111156600,B2,0E-20,0E-20
202301,4111156600,B3,0E-20,0E-20
202301,4111156600,C0,0E-20,0E-20
202301,4111156600,C1,0E-20,0E-20
202301,4111156600,C2,0E-20,0E-20
202301,4111156600,C3,0E-20,0E-20
202301,4111156600,D0,0E-20,0E-20
202301,4111156600,D1,0E-20,0E-20
202301,4111156600,D2,0E-20,0E-20
202301,4111156600,E0,0E-20,0E-20
202301,4111156600,E1,0E-20,0E-20
202301,4111156600,E3,0E-20,0E-20
202301,4111156600,F0,0E-20,0E-20
202301,4111156600,F2,0E-20,0E-20
202301,4111156600,G0,0E-20,0E-20
202301,4111156600,G1,0E-20,0E-20
202301,4111156600,H0,0E-20,0E-20
202301,4111156600,H1,0E-20,0E-20
202301,4111156600,I1,0E-20,0E-20
202301,4111156600,J0,0E-20,0E-20
202301,4111156600,K0,0E-20,0E-20
202301,4111156600,K1,0E-20,0E-20
202301,4111156600,L0,0E-20,0E-20
202301,4111156600,M0,0E-20,0E-20
202301,4111156600,M1,0E-20,0E-20
202301,4111156600,N0,0E-20,0E-20
202301,4111156600,N1,0E-20,0E-20
202301,4111156600,TO,0E-20,0E-20
