기준년월,행정동코드,매출금액,활성화비율,행정구역,총인구수,월유동인구수,년도,가맹점수_소매,가맹점수_숙박,가맹점수_음식,가맹점수_부동산,가맹점수_과학·기술,가맹점수_시설관리·임대,가맹점수_교육,가맹점수_보건의료,가맹점수_예술·스포츠,가맹점수_수리·개인,가맹점수_기타
202308,4127153700,7944112.0,100.0,경기도 안산시 상록구 해양동,40683.0,81063.37,2023,111,0,208,0,1,0,7,2,18,43,14
202309,4127153700,722132.0,100.0,경기도 안산시 상록구 해양동,40651.0,89261.24,2023,111,0,208,0,1,0,7,2,18,43,14
202310,4127153700,1007622.0,100.0,경기도 안산시 상록구 해양동,40575.0,88943.2,2023,111,0,208,0,1,0,7,2,18,43,14
202311,4127153700,1145412.0,100.0,경기도 안산시 상록구 해양동,40544.0,87208.49,2023,111,0,208,0,1,0,7,2,18,43,14
202312,4127153700,1718704.0,100.0,경기도 안산시 상록구 해양동,40391.0,86182.46,2023,111,0,208,0,1,0,7,2,18,43,14
202401,4127153700,582844.0,100.0,경기도 안산시 상록구 해양동,40191.0,76286.48,2024,90,1,200,0,1,0,31,2,18,43,15
202402,4127153700,603350.0,100.0,경기도 안산시 상록구 해양동,39954.0,68435.92,2024,90,1,200,0,1,0,31,2,18,43,15
202403,4127153700,513260.0,100.0,경기도 안산시 상록구 해양동,39939.0,87078.62,2024,90,1,200,0,1,0,31,2,18,43,15
202404,4127153700,851068.0,100.0,경기도 안산시 상록구 해양동,39896.0,86783.44,2024,90,1,200,0,1,0,31,2,18,43,15
202405,4127153700,655740.0,100.0,경기도 안산시 상록구 해양동,39884.0,86049.9,2024,90,1,200,0,1,0,31,2,18,43,15
202406,4127153700,1175224.0,100.0,경기도 안산시 상록구 해양동,39851.0,80188.51,2024,90,1,200,0,1,0,31,2,18,43,15
202407,4127153700,1004380.0,100.0,경기도 안산시 상록구 해양동,39829.0,76842.35,2024,90,1,200,0,1,0,31,2,18,43,15
202408,4127153700,903778.0,100.0,경기도 안산시 상록구 해양동,39819.0,73947.46,2024,90,1,200,0,1,0,31,2,18,43,15
202409,4127153700,1101556.0,100.0,경기도 안산시 상록구 해양동,39813.0,90896.05,2024,90,1,200,0,1,0,31,2,18,43,15
202410,4127153700,882802.0,100.0,경기도 안산시 상록구 해양동,39814.0,85491.84,2024,90,1,200,0,1,0,31,2,18,43,15
202411,4127153700,1105802.0,100.0,경기도 안산시 상록구 해양동,39811.0,89223.19,2024,90,1,200,0,1,0,31,2,18,43,15
202412,4127153700,3682886.0,100.0,경기도 안산시 상록구 해양동,39748.0,82370.8,2024,90,1,200,0,1,0,31,2,18,43,15
202501,4127153700,512334.0,100.0,경기도 안산시 상록구 해양동,39638.0,77404.85,2025,79,1,181,0,2,1,28,2,16,39,14
202502,4127153700,604962.0,100.0,경기도 안산시 상록구 해양동,39600.0,73167.89,2025,79,1,181,0,2,1,28,2,16,39,14
202503,4127153700,634871.0,100.0,경기도 안산시 상록구 해양동,39579.0,92279.92,2025,79,1,181,0,2,1,28,2,16,39,14
202504,4127153700,847215.0,100.0,경기도 안산시 상록구 해양동,39466.0,85551.02,2025,79,1,181,0,2,1,28,2,16,39,14
202505,4127153700,1100043.0,100.0,경기도 안산시 상록구 해양동,39465.0,85922.19,2025,79,1,181,0,2,1,28,2,16,39,14
202506,4127153700,1256235.0,100.0,경기도 안산시 상록구 해양동,39411.0,83550.15,2025,79,1,181,0,2,1,28,2,16,39,14
202307,4127154000,72655380.0,100.0,경기도 안산시 상록구 본오1동,36038.0,93867.84,2023,323,2,333,2,4,0,51,28,49,162,22
202308,4127154000,9722929.0,100.0,경기도 안산시 상록구 본오1동,35902.0,89545.21,2023,323,2,333,2,4,0,51,28,49,162,22
202309,4127154000,1498260.0,100.0,경기도 안산시 상록구 본오1동,35876.0,90608.84,2023,323,2,333,2,4,0,51,28,49,162,22
202310,4127154000,1926477.0,100.0,경기도 안산시 상록구 본오1동,35810.0,91077.01,2023,323,2,333,2,4,0,51,28,49,162,22
202311,4127154000,1848413.0,100.0,경기도 안산시 상록구 본오1동,35716.0,87897.58,2023,323,2,333,2,4,0,51,28,49,162,22
202312,4127154000,2569484.0,100.0,경기도 안산시 상록구 본오1동,35589.0,87250.41,2023,323,2,333,2,4,0,51,28,49,162,22
202401,4127154000,1516514.0,100.0,경기도 안산시 상록구 본오1동,35545.0,88891.5,2024,315,2,332,2,4,0,73,28,47,148,24
202402,4127154000,1493050.0,100.0,경기도 안산시 상록구 본오1동,35436.0,78311.61,2024,315,2,332,2,4,0,73,28,47,148,24
202403,4127154000,1138361.0,100.0,경기도 안산시 상록구 본오1동,35286.0,88661.1,2024,315,2,332,2,4,0,73,28,47,148,24
202404,4127154000,1526561.0,100.0,경기도 안산시 상록구 본오1동,35234.0,90674.94,2024,315,2,332,2,4,0,73,28,47,148,24
202405,4127154000,1049381.0,100.0,경기도 안산시 상록구 본오1동,35172.0,88954.02,2024,315,2,332,2,4,0,73,28,47,148,24
202406,4127154000,1601242.0,100.0,경기도 안산시 상록구 본오1동,35114.0,85946.95,2024,315,2,332,2,4,0,73,28,47,148,24
202407,4127154000,1801939.0,100.0,경기도 안산시 상록구 본오1동,35101.0,88382.47,2024,315,2,332,2,4,0,73,28,47,148,24
202408,4127154000,1667253.0,100.0,경기도 안산시 상록구 본오1동,35038.0,85489.48,2024,315,2,332,2,4,0,73,28,47,148,24
202409,4127154000,1881150.0,100.0,경기도 안산시 상록구 본오1동,35011.0,91274.63,2024,315,2,332,2,4,0,73,28,47,148,24
202410,4127154000,1756793.0,100.0,경기도 안산시 상록구 본오1동,34873.0,87885.73,2024,315,2,332,2,4,0,73,28,47,148,24
202411,4127154000,1879225.0,100.0,경기도 안산시 상록구 본오1동,34811.0,85277.03,2024,315,2,332,2,4,0,73,28,47,148,24
202412,4127154000,3344400.0,100.0,경기도 안산시 상록구 본오1동,34738.0,86472.48,2024,315,2,332,2,4,0,73,28,47,148,24
202501,4127154000,1443483.0,100.0,경기도 안산시 상록구 본오1동,34670.0,88922.33,2025,289,2,322,1,3,0,68,27,42,140,17
202502,4127154000,2117390.0,100.0,경기도 안산시 상록구 본오1동,34508.0,81837.13,2025,289,2,322,1,3,0,68,27,42,140,17
202503,4127154000,1905447.0,100.0,경기도 안산시 상록구 본오1동,34438.0,95798.23,2025,289,2,322,1,3,0,68,27,42,140,17
202504,4127154000,1687906.0,100.0,경기도 안산시 상록구 본오1동,34400.0,88896.0,2025,289,2,322,1,3,0,68,27,42,140,17
202505,4127154000,1988675.0,100.0,경기도 안산시 상록구 본오1동,34363.0,90774.37,2025,289,2,322,1,3,0,68,27,42,140,17
202506,4127154000,2090195.0,100.0,경기도 안산시 상록구 본오1동,34298.0,83824.51,2025,289,2,322,1,3,0,68,27,42,140,17
202307,4127155000,55885742.0,100.0,경기도 안산시 상록구 본오2동,25320.0,346267.84,2023,272,3,236,2,5,2,40,24,34,113,24
202308,4127155000,6828983.0,100.0,경기도 안산시 상록구 본오2동,25256.0,342581.34,2023,272,3,236,2,5,2,40,24,34,113,24
202309,4127155000,257328.0,100.0,경기도 안산시 상록구 본오2동,25143.0,346152.56,2023,272,3,236,2,5,2,40,24,34,113,24
202310,4127155000,360716.0,100.0,경기도 안산시 상록구 본오2동,25103.0,347781.25,2023,272,3,236,2,5,2,40,24,34,113,24
202311,4127155000,334722.0,100.0,경기도 안산시 상록구 본오2동,25005.0,335962.9,2023,272,3,236,2,5,2,40,24,34,113,24
202312,4127155000,483994.0,100.0,경기도 안산시 상록구 본오2동,24928.0,339031.62,2023,272,3,236,2,5,2,40,24,34,113,24
202401,4127155000,241786.0,100.0,경기도 안산시 상록구 본오2동,24885.0,337548.16,2024,253,3,234,2,5,2,66,26,33,104,26
202402,4127155000,216258.0,100.0,경기도 안산시 상록구 본오2동,24839.0,294993.88,2024,253,3,234,2,5,2,66,26,33,104,26
202403,4127155000,176292.0,100.0,경기도 안산시 상록구 본오2동,24766.0,334653.16,2024,253,3,234,2,5,2,66,26,33,104,26
202404,4127155000,287476.0,100.0,경기도 안산시 상록구 본오2동,24761.0,338937.0,2024,253,3,234,2,5,2,66,26,33,104,26
202405,4127155000,199770.0,100.0,경기도 안산시 상록구 본오2동,24732.0,347912.78,2024,253,3,234,2,5,2,66,26,33,104,26
202406,4127155000,431922.0,100.0,경기도 안산시 상록구 본오2동,24675.0,339426.7,2024,253,3,234,2,5,2,66,26,33,104,26
202407,4127155000,339730.0,100.0,경기도 안산시 상록구 본오2동,24646.0,345701.9,2024,253,3,234,2,5,2,66,26,33,104,26
202408,4127155000,339534.0,100.0,경기도 안산시 상록구 본오2동,24601.0,337838.3,2024,253,3,234,2,5,2,66,26,33,104,26
202409,4127155000,373678.0,100.0,경기도 안산시 상록구 본오2동,24532.0,376323.88,2024,253,3,234,2,5,2,66,26,33,104,26
202410,4127155000,621764.0,100.0,경기도 안산시 상록구 본오2동,24445.0,347036.7,2024,253,3,234,2,5,2,66,26,33,104,26
202411,4127155000,807832.0,100.0,경기도 안산시 상록구 본오2동,24428.0,332225.16,2024,253,3,234,2,5,2,66,26,33,104,26
202412,4127155000,1655134.0,100.0,경기도 안산시 상록구 본오2동,24335.0,330095.62,2024,253,3,234,2,5,2,66,26,33,104,26
202501,4127155000,266176.0,100.0,경기도 안산시 상록구 본오2동,24319.0,335380.25,2025,231,3,221,1,4,2,57,24,30,100,24
202502,4127155000,300936.0,100.0,경기도 안산시 상록구 본오2동,24242.0,298904.78,2025,231,3,221,1,4,2,57,24,30,100,24
202503,4127155000,340622.0,100.0,경기도 안산시 상록구 본오2동,24147.0,344101.8,2025,231,3,221,1,4,2,57,24,30,100,24
202504,4127155000,304336.0,100.0,경기도 안산시 상록구 본오2동,24104.0,383478.66,2025,231,3,221,1,4,2,57,24,30,100,24
202505,4127155000,683886.0,100.0,경기도 안산시 상록구 본오2동,24005.0,349050.56,2025,231,3,221,1,4,2,57,24,30,100,24
202506,4127155000,834266.0,100.0,경기도 안산시 상록구 본오2동,23957.0,327918.34,2025,231,3,221,1,4,2,57,24,30,100,24
202307,4127156000,79814006.0,100.0,경기도 안산시 상록구 본오3동,18795.0,1422013.5,2023,324,6,290,0,8,4,23,50,53,112,17
202308,4127156000,10104337.0,100.0,경기도 안산시 상록구 본오3동,18772.0,1374303.1,2023,324,6,290,0,8,4,23,50,53,112,17
202309,4127156000,588752.0,100.0,경기도 안산시 상록구 본오3동,18769.0,1422348.0,2023,324,6,290,0,8,4,23,50,53,112,17
202310,4127156000,836692.0,100.0,경기도 안산시 상록구 본오3동,18764.0,1402531.0,2023,324,6,290,0,8,4,23,50,53,112,17
202311,4127156000,686437.0,100.0,경기도 안산시 상록구 본오3동,18676.0,1335786.0,2023,324,6,290,0,8,4,23,50,53,112,17
202312,4127156000,931102.0,100.0,경기도 안산시 상록구 본오3동,18627.0,1368018.4,2023,324,6,290,0,8,4,23,50,53,112,17
202401,4127156000,785086.0,100.0,경기도 안산시 상록구 본오3동,18555.0,1387839.0,2024,304,6,290,0,8,6,41,52,52,111,18
202402,4127156000,692858.0,100.0,경기도 안산시 상록구 본오3동,18475.0,1246153.4,2024,304,6,290,0,8,6,41,52,52,111,18
202403,4127156000,455210.0,100.0,경기도 안산시 상록구 본오3동,18474.0,1392162.5,2024,304,6,290,0,8,6,41,52,52,111,18
202404,4127156000,857000.0,100.0,경기도 안산시 상록구 본오3동,18441.0,1397595.8,2024,304,6,290,0,8,6,41,52,52,111,18
202405,4127156000,682130.0,100.0,경기도 안산시 상록구 본오3동,18433.0,1416405.2,2024,304,6,290,0,8,6,41,52,52,111,18
202406,4127156000,723532.0,100.0,경기도 안산시 상록구 본오3동,18389.0,1351040.2,2024,304,6,290,0,8,6,41,52,52,111,18
202407,4127156000,685204.0,100.0,경기도 안산시 상록구 본오3동,18370.0,1370651.1,2024,304,6,290,0,8,6,41,52,52,111,18
202408,4127156000,567206.0,100.0,경기도 안산시 상록구 본오3동,18299.0,1352506.4,2024,304,6,290,0,8,6,41,52,52,111,18
202409,4127156000,810456.0,100.0,경기도 안산시 상록구 본오3동,18296.0,1463392.5,2024,304,6,290,0,8,6,41,52,52,111,18
202410,4127156000,605210.0,100.0,경기도 안산시 상록구 본오3동,18232.0,1369496.1,2024,304,6,290,0,8,6,41,52,52,111,18
202411,4127156000,887434.0,100.0,경기도 안산시 상록구 본오3동,18183.0,1348684.8,2024,304,6,290,0,8,6,41,52,52,111,18
202412,4127156000,1136022.0,100.0,경기도 안산시 상록구 본오3동,18120.0,1356954.4,2024,304,6,290,0,8,6,41,52,52,111,18
202501,4127156000,594714.0,100.0,경기도 안산시 상록구 본오3동,18067.0,1361736.0,2025,283,6,243,0,8,3,41,51,46,104,19
202502,4127156000,689100.0,100.0,경기도 안산시 상록구 본오3동,18014.0,1255681.6,2025,283,6,243,0,8,3,41,51,46,104,19
202503,4127156000,623122.0,100.0,경기도 안산시 상록구 본오3동,17986.0,1349468.9,2025,283,6,243,0,8,3,41,51,46,104,19
202504,4127156000,679610.0,100.0,경기도 안산시 상록구 본오3동,17953.0,1363526.1,2025,283,6,243,0,8,3,41,51,46,104,19
202505,4127156000,802402.0,100.0,경기도 안산시 상록구 본오3동,17951.0,1400863.5,2025,283,6,243,0,8,3,41,51,46,104,19
202506,4127156000,1089586.0,100.0,경기도 안산시 상록구 본오3동,17939.0,1346122.9,2025,283,6,243,0,8,3,41,51,46,104,19
202307,4127157000,22606724.0,100.0,경기도 안산시 상록구 부곡동,20955.0,201759.42,2023,166,2,163,0,7,2,22,12,24,76,13
202308,4127157000,2988144.0,100.0,경기도 안산시 상록구 부곡동,20928.0,188102.05,2023,166,2,163,0,7,2,22,12,24,76,13
202309,4127157000,615764.0,100.0,경기도 안산시 상록구 부곡동,20931.0,188757.94,2023,166,2,163,0,7,2,22,12,24,76,13
202310,4127157000,630421.0,100.0,경기도 안산시 상록구 부곡동,20897.0,186976.73,2023,166,2,163,0,7,2,22,12,24,76,13
202311,4127157000,711755.0,100.0,경기도 안산시 상록구 부곡동,20844.0,173098.08,2023,166,2,163,0,7,2,22,12,24,76,13
202312,4127157000,519740.0,100.0,경기도 안산시 상록구 부곡동,20808.0,169692.36,2023,166,2,163,0,7,2,22,12,24,76,13
202401,4127157000,403681.0,100.0,경기도 안산시 상록구 부곡동,20740.0,170749.05,2024,158,2,165,0,7,2,32,12,25,74,14
202402,4127157000,530573.0,100.0,경기도 안산시 상록구 부곡동,20648.0,147540.62,2024,158,2,165,0,7,2,32,12,25,74,14
202403,4127157000,243566.0,100.0,경기도 안산시 상록구 부곡동,20659.0,173509.05,2024,158,2,165,0,7,2,32,12,25,74,14
202404,4127157000,445743.0,100.0,경기도 안산시 상록구 부곡동,20662.0,177727.66,2024,158,2,165,0,7,2,32,12,25,74,14
202405,4127157000,342067.0,100.0,경기도 안산시 상록구 부곡동,20630.0,181858.72,2024,158,2,165,0,7,2,32,12,25,74,14
202406,4127157000,512798.0,100.0,경기도 안산시 상록구 부곡동,20536.0,174940.88,2024,158,2,165,0,7,2,32,12,25,74,14
202407,4127157000,441498.0,100.0,경기도 안산시 상록구 부곡동,20473.0,174047.38,2024,158,2,165,0,7,2,32,12,25,74,14
202408,4127157000,458544.0,100.0,경기도 안산시 상록구 부곡동,20454.0,169154.81,2024,158,2,165,0,7,2,32,12,25,74,14
202409,4127157000,557704.0,100.0,경기도 안산시 상록구 부곡동,20382.0,185332.6,2024,158,2,165,0,7,2,32,12,25,74,14
202410,4127157000,449889.0,100.0,경기도 안산시 상록구 부곡동,20306.0,175301.3,2024,158,2,165,0,7,2,32,12,25,74,14
202411,4127157000,549583.0,100.0,경기도 안산시 상록구 부곡동,20273.0,166066.67,2024,158,2,165,0,7,2,32,12,25,74,14
202412,4127157000,647117.0,100.0,경기도 안산시 상록구 부곡동,20217.0,163368.4,2024,158,2,165,0,7,2,32,12,25,74,14
202501,4127157000,540617.0,100.0,경기도 안산시 상록구 부곡동,20122.0,167488.73,2025,140,2,158,0,6,2,29,9,21,70,11
202502,4127157000,522230.0,100.0,경기도 안산시 상록구 부곡동,20078.0,150216.16,2025,140,2,158,0,6,2,29,9,21,70,11
202503,4127157000,572938.0,100.0,경기도 안산시 상록구 부곡동,20043.0,171361.06,2025,140,2,158,0,6,2,29,9,21,70,11
202504,4127157000,521469.0,100.0,경기도 안산시 상록구 부곡동,20023.0,170862.98,2025,140,2,158,0,6,2,29,9,21,70,11
202505,4127157000,583787.0,100.0,경기도 안산시 상록구 부곡동,19957.0,175601.5,2025,140,2,158,0,6,2,29,9,21,70,11
202506,4127157000,724913.0,100.0,경기도 안산시 상록구 부곡동,19946.0,168743.52,2025,140,2,158,0,6,2,29,9,21,70,11
202307,4127158000,134164597.0,100.0,경기도 안산시 상록구 월피동,36966.0,451268.75,2023,425,4,359,2,10,2,59,27,61,188,36
202308,4127158000,15736624.0,100.0,경기도 안산시 상록구 월피동,36885.0,443008.22,2023,425,4,359,2,10,2,59,27,61,188,36
202309,4127158000,2153979.0,100.0,경기도 안산시 상록구 월피동,36834.0,452640.47,2023,425,4,359,2,10,2,59,27,61,188,36
202310,4127158000,1839410.0,100.0,경기도 안산시 상록구 월피동,36701.0,452918.3,2023,425,4,359,2,10,2,59,27,61,188,36
202311,4127158000,1541659.0,100.0,경기도 안산시 상록구 월피동,36607.0,433427.25,2023,425,4,359,2,10,2,59,27,61,188,36
202312,4127158000,2859901.0,100.0,경기도 안산시 상록구 월피동,36464.0,433768.94,2023,425,4,359,2,10,2,59,27,61,188,36
202401,4127158000,1895841.0,100.0,경기도 안산시 상록구 월피동,36362.0,430235.25,2024,411,4,351,2,11,2,76,27,62,176,41
202402,4127158000,1917027.0,100.0,경기도 안산시 상록구 월피동,36217.0,377918.12,2024,411,4,351,2,11,2,76,27,62,176,41
202403,4127158000,1244296.0,100.0,경기도 안산시 상록구 월피동,36137.0,438887.7,2024,411,4,351,2,11,2,76,27,62,176,41
202404,4127158000,2022020.0,100.0,경기도 안산시 상록구 월피동,36037.0,444248.3,2024,411,4,351,2,11,2,76,27,62,176,41
202405,4127158000,1973400.0,100.0,경기도 안산시 상록구 월피동,35956.0,461403.25,2024,411,4,351,2,11,2,76,27,62,176,41
202406,4127158000,2066953.0,100.0,경기도 안산시 상록구 월피동,35855.0,439603.5,2024,411,4,351,2,11,2,76,27,62,176,41
202407,4127158000,1964865.0,100.0,경기도 안산시 상록구 월피동,35788.0,449736.0,2024,411,4,351,2,11,2,76,27,62,176,41
202408,4127158000,1789095.0,100.0,경기도 안산시 상록구 월피동,35677.0,434316.03,2024,411,4,351,2,11,2,76,27,62,176,41
202409,4127158000,2711749.0,100.0,경기도 안산시 상록구 월피동,35681.0,469699.12,2024,411,4,351,2,11,2,76,27,62,176,41
202410,4127158000,1639389.0,100.0,경기도 안산시 상록구 월피동,35692.0,452956.0,2024,411,4,351,2,11,2,76,27,62,176,41
202411,4127158000,1989690.0,100.0,경기도 안산시 상록구 월피동,35655.0,437388.22,2024,411,4,351,2,11,2,76,27,62,176,41
202412,4127158000,3334382.0,100.0,경기도 안산시 상록구 월피동,35574.0,426448.03,2024,411,4,351,2,11,2,76,27,62,176,41
202501,4127158000,1641985.0,100.0,경기도 안산시 상록구 월피동,35479.0,439376.2,2025,278,3,317,1,9,0,63,21,45,164,36
202502,4127158000,1557660.0,100.0,경기도 안산시 상록구 월피동,35416.0,398759.2,2025,278,3,317,1,9,0,63,21,45,164,36
202503,4127158000,1743557.0,100.0,경기도 안산시 상록구 월피동,35318.0,462389.2,2025,278,3,317,1,9,0,63,21,45,164,36
202504,4127158000,1674336.0,100.0,경기도 안산시 상록구 월피동,35245.0,444966.6,2025,278,3,317,1,9,0,63,21,45,164,36
202505,4127158000,1883879.0,100.0,경기도 안산시 상록구 월피동,35232.0,443296.4,2025,278,3,317,1,9,0,63,21,45,164,36
202506,4127158000,2288408.0,100.0,경기도 안산시 상록구 월피동,35216.0,439002.0,2025,278,3,317,1,9,0,63,21,45,164,36
202307,4127159000,85998691.0,100.0,경기도 안산시 상록구 성포동,25270.0,448195.16,2023,162,0,108,1,4,1,26,21,18,58,3
202308,4127159000,13536752.0,100.0,경기도 안산시 상록구 성포동,25229.0,440695.5,2023,162,0,108,1,4,1,26,21,18,58,3
202309,4127159000,662459.0,100.0,경기도 안산시 상록구 성포동,25196.0,429529.44,2023,162,0,108,1,4,1,26,21,18,58,3
202310,4127159000,705074.0,100.0,경기도 안산시 상록구 성포동,25200.0,437956.97,2023,162,0,108,1,4,1,26,21,18,58,3
202311,4127159000,615406.0,100.0,경기도 안산시 상록구 성포동,25144.0,415588.3,2023,162,0,108,1,4,1,26,21,18,58,3
202312,4127159000,816329.0,100.0,경기도 안산시 상록구 성포동,25096.0,432975.1,2023,162,0,108,1,4,1,26,21,18,58,3
202401,4127159000,726572.0,100.0,경기도 안산시 상록구 성포동,25013.0,441509.1,2024,131,0,108,1,4,1,57,21,19,54,6
202402,4127159000,745047.0,100.0,경기도 안산시 상록구 성포동,24950.0,412685.84,2024,131,0,108,1,4,1,57,21,19,54,6
202403,4127159000,631788.0,100.0,경기도 안산시 상록구 성포동,24910.0,442795.7,2024,131,0,108,1,4,1,57,21,19,54,6
202404,4127159000,737101.0,100.0,경기도 안산시 상록구 성포동,24881.0,457489.62,2024,131,0,108,1,4,1,57,21,19,54,6
202405,4127159000,586252.0,100.0,경기도 안산시 상록구 성포동,24902.0,471553.53,2024,131,0,108,1,4,1,57,21,19,54,6
202406,4127159000,691547.0,100.0,경기도 안산시 상록구 성포동,24839.0,450476.06,2024,131,0,108,1,4,1,57,21,19,54,6
202407,4127159000,830595.0,100.0,경기도 안산시 상록구 성포동,24791.0,477238.88,2024,131,0,108,1,4,1,57,21,19,54,6
202408,4127159000,851335.0,100.0,경기도 안산시 상록구 성포동,24743.0,467020.0,2024,131,0,108,1,4,1,57,21,19,54,6
202409,4127159000,945132.0,100.0,경기도 안산시 상록구 성포동,24718.0,476738.03,2024,131,0,108,1,4,1,57,21,19,54,6
202410,4127159000,867065.0,100.0,경기도 안산시 상록구 성포동,24687.0,446205.28,2024,131,0,108,1,4,1,57,21,19,54,6
202411,4127159000,923916.0,100.0,경기도 안산시 상록구 성포동,24629.0,430285.97,2024,131,0,108,1,4,1,57,21,19,54,6
202412,4127159000,1211317.0,100.0,경기도 안산시 상록구 성포동,24626.0,436425.2,2024,131,0,108,1,4,1,57,21,19,54,6
202501,4127159000,735844.0,100.0,경기도 안산시 상록구 성포동,24527.0,465072.06,2025,86,0,93,1,4,1,55,14,18,48,5
202502,4127159000,646770.0,100.0,경기도 안산시 상록구 성포동,24423.0,422768.12,2025,86,0,93,1,4,1,55,14,18,48,5
202503,4127159000,1045214.0,100.0,경기도 안산시 상록구 성포동,24384.0,446978.03,2025,86,0,93,1,4,1,55,14,18,48,5
202504,4127159000,664256.0,100.0,경기도 안산시 상록구 성포동,24410.0,438133.0,2025,86,0,93,1,4,1,55,14,18,48,5
202505,4127159000,773417.0,100.0,경기도 안산시 상록구 성포동,24422.0,429901.22,2025,86,0,93,1,4,1,55,14,18,48,5
202506,4127159000,999149.0,100.0,경기도 안산시 상록구 성포동,24413.0,409844.12,2025,86,0,93,1,4,1,55,14,18,48,5
202307,4127160000,37588511.0,100.0,경기도 안산시 상록구 반월동,16987.0,86943.69,2023,133,4,159,0,3,2,24,16,12,55,10
202308,4127160000,5574078.0,100.0,경기도 안산시 상록구 반월동,16976.0,85973.64,2023,133,4,159,0,3,2,24,16,12,55,10
202309,4127160000,451615.0,100.0,경기도 안산시 상록구 반월동,16968.0,87246.22,2023,133,4,159,0,3,2,24,16,12,55,10
202310,4127160000,467462.0,100.0,경기도 안산시 상록구 반월동,16922.0,86859.21,2023,133,4,159,0,3,2,24,16,12,55,10
202311,4127160000,441888.0,100.0,경기도 안산시 상록구 반월동,16880.0,83209.07,2023,133,4,159,0,3,2,24,16,12,55,10
202312,4127160000,464845.0,100.0,경기도 안산시 상록구 반월동,16831.0,81963.78,2023,133,4,159,0,3,2,24,16,12,55,10
202401,4127160000,376154.0,100.0,경기도 안산시 상록구 반월동,16787.0,80879.03,2024,124,4,162,0,3,2,34,16,12,54,9
202402,4127160000,319247.0,100.0,경기도 안산시 상록구 반월동,16740.0,73592.15,2024,124,4,162,0,3,2,34,16,12,54,9
202403,4127160000,283400.0,100.0,경기도 안산시 상록구 반월동,16706.0,81927.52,2024,124,4,162,0,3,2,34,16,12,54,9
202404,4127160000,549293.0,100.0,경기도 안산시 상록구 반월동,16647.0,83025.04,2024,124,4,162,0,3,2,34,16,12,54,9
202405,4127160000,349229.0,100.0,경기도 안산시 상록구 반월동,16635.0,85487.08,2024,124,4,162,0,3,2,34,16,12,54,9
202406,4127160000,476307.0,100.0,경기도 안산시 상록구 반월동,16601.0,82084.62,2024,124,4,162,0,3,2,34,16,12,54,9
202407,4127160000,503072.0,100.0,경기도 안산시 상록구 반월동,16582.0,87492.87,2024,124,4,162,0,3,2,34,16,12,54,9
202408,4127160000,256173.0,100.0,경기도 안산시 상록구 반월동,16592.0,79261.15,2024,124,4,162,0,3,2,34,16,12,54,9
202409,4127160000,621545.0,100.0,경기도 안산시 상록구 반월동,16574.0,87097.71,2024,124,4,162,0,3,2,34,16,12,54,9
202410,4127160000,444383.0,100.0,경기도 안산시 상록구 반월동,16521.0,84433.39,2024,124,4,162,0,3,2,34,16,12,54,9
202411,4127160000,233340.0,100.0,경기도 안산시 상록구 반월동,16523.0,81902.17,2024,124,4,162,0,3,2,34,16,12,54,9
202412,4127160000,589411.0,100.0,경기도 안산시 상록구 반월동,16559.0,81438.62,2024,124,4,162,0,3,2,34,16,12,54,9
202501,4127160000,627370.0,100.0,경기도 안산시 상록구 반월동,16529.0,83534.2,2025,118,3,138,0,2,2,36,16,13,55,6
202502,4127160000,752943.0,100.0,경기도 안산시 상록구 반월동,16519.0,76116.85,2025,118,3,138,0,2,2,36,16,13,55,6
202503,4127160000,912650.0,100.0,경기도 안산시 상록구 반월동,16808.0,90242.96,2025,118,3,138,0,2,2,36,16,13,55,6
202504,4127160000,677240.0,100.0,경기도 안산시 상록구 반월동,17225.0,89050.54,2025,118,3,138,0,2,2,36,16,13,55,6
202505,4127160000,1099674.0,100.0,경기도 안산시 상록구 반월동,17464.0,88847.32,2025,118,3,138,0,2,2,36,16,13,55,6
202506,4127160000,767991.0,100.0,경기도 안산시 상록구 반월동,17556.0,86120.98,2025,118,3,138,0,2,2,36,16,13,55,6
202307,4127161000,10005650.0,100.0,경기도 안산시 상록구 안산동,8738.0,74044.55,2023,81,2,82,0,0,1,4,3,4,25,9
202308,4127161000,1308845.0,100.0,경기도 안산시 상록구 안산동,8717.0,74045.32,2023,81,2,82,0,0,1,4,3,4,25,9
202309,4127161000,142712.0,100.0,경기도 안산시 상록구 안산동,8690.0,79527.0,2023,81,2,82,0,0,1,4,3,4,25,9
202310,4127161000,131940.0,100.0,경기도 안산시 상록구 안산동,8699.0,79854.85,2023,81,2,82,0,0,1,4,3,4,25,9
202311,4127161000,153626.0,100.0,경기도 안산시 상록구 안산동,8679.0,76812.2,2023,81,2,82,0,0,1,4,3,4,25,9
202312,4127161000,269190.0,100.0,경기도 안산시 상록구 안산동,8674.0,70077.41,2023,81,2,82,0,0,1,4,3,4,25,9
202401,4127161000,147314.0,100.0,경기도 안산시 상록구 안산동,8651.0,66199.31,2024,78,2,81,0,0,1,9,3,4,22,10
202402,4127161000,118294.0,100.0,경기도 안산시 상록구 안산동,8633.0,62162.53,2024,78,2,81,0,0,1,9,3,4,22,10
202403,4127161000,112616.0,100.0,경기도 안산시 상록구 안산동,8588.0,72134.97,2024,78,2,81,0,0,1,9,3,4,22,10
