기준년월,행정동코드,매출금액,활성화비율,행정구역,총인구수,월유동인구수,년도,가맹점수_소매,가맹점수_숙박,가맹점수_음식,가맹점수_부동산,가맹점수_과학·기술,가맹점수_시설관리·임대,가맹점수_교육,가맹점수_보건의료,가맹점수_예술·스포츠,가맹점수_수리·개인,가맹점수_기타
202411,4111368000,1096686.0,100.0,경기도 수원시 권선구 권선2동,45845.0,1186629.1,2024,211,0,252,0,10,3,143,38,38,132,19
202412,4111368000,1390910.0,100.0,경기도 수원시 권선구 권선2동,45800.0,1204578.0,2024,211,0,252,0,10,3,143,38,38,132,19
202501,4111368000,2487923.0,100.0,경기도 수원시 권선구 권선2동,45857.0,1268247.4,2025,176,0,209,0,9,2,129,37,30,124,20
202502,4111368000,1651548.0,100.0,경기도 수원시 권선구 권선2동,45896.0,1149466.5,2025,176,0,209,0,9,2,129,37,30,124,20
202503,4111368000,2086338.0,100.0,경기도 수원시 권선구 권선2동,45920.0,1226335.9,2025,176,0,209,0,9,2,129,37,30,124,20
202504,4111368000,1305625.0,100.0,경기도 수원시 권선구 권선2동,45857.0,1172027.8,2025,176,0,209,0,9,2,129,37,30,124,20
202505,4111368000,1025944.0,100.0,경기도 수원시 권선구 권선2동,45822.0,1183585.0,2025,176,0,209,0,9,2,129,37,30,124,20
202506,4111368000,1248097.0,100.0,경기도 수원시 권선구 권선2동,45898.0,1201970.8,2025,176,0,209,0,9,2,129,37,30,124,20
202307,4111369000,74181723.0,100.0,경기도 수원시 권선구 곡선동,35405.0,488419.7,2023,269,0,366,1,10,6,78,29,53,167,18
202308,4111369000,11179362.0,100.0,경기도 수원시 권선구 곡선동,35323.0,483330.97,2023,269,0,366,1,10,6,78,29,53,167,18
202309,4111369000,959463.0,100.0,경기도 수원시 권선구 곡선동,35198.0,471152.4,2023,269,0,366,1,10,6,78,29,53,167,18
202310,4111369000,932842.0,100.0,경기도 수원시 권선구 곡선동,35129.0,490849.2,2023,269,0,366,1,10,6,78,29,53,167,18
202311,4111369000,907016.0,100.0,경기도 수원시 권선구 곡선동,35113.0,453983.22,2023,269,0,366,1,10,6,78,29,53,167,18
202312,4111369000,1338055.0,100.0,경기도 수원시 권선구 곡선동,35049.0,464454.25,2023,269,0,366,1,10,6,78,29,53,167,18
202401,4111369000,1298576.0,100.0,경기도 수원시 권선구 곡선동,35009.0,471158.84,2024,226,0,370,1,10,6,127,27,52,165,21
202402,4111369000,991377.0,100.0,경기도 수원시 권선구 곡선동,34933.0,417746.44,2024,226,0,370,1,10,6,127,27,52,165,21
202403,4111369000,938798.0,100.0,경기도 수원시 권선구 곡선동,34871.0,463629.44,2024,226,0,370,1,10,6,127,27,52,165,21
202404,4111369000,878871.0,100.0,경기도 수원시 권선구 곡선동,34767.0,466033.22,2024,226,0,370,1,10,6,127,27,52,165,21
202405,4111369000,730135.0,100.0,경기도 수원시 권선구 곡선동,34758.0,456306.22,2024,226,0,370,1,10,6,127,27,52,165,21
202406,4111369000,917635.0,100.0,경기도 수원시 권선구 곡선동,34700.0,447309.9,2024,226,0,370,1,10,6,127,27,52,165,21
202407,4111369000,949150.0,100.0,경기도 수원시 권선구 곡선동,34684.0,450209.78,2024,226,0,370,1,10,6,127,27,52,165,21
202408,4111369000,995157.0,100.0,경기도 수원시 권선구 곡선동,34654.0,437761.28,2024,226,0,370,1,10,6,127,27,52,165,21
202409,4111369000,1123601.0,100.0,경기도 수원시 권선구 곡선동,34556.0,491587.28,2024,226,0,370,1,10,6,127,27,52,165,21
202410,4111369000,1051804.0,100.0,경기도 수원시 권선구 곡선동,34488.0,480547.9,2024,226,0,370,1,10,6,127,27,52,165,21
202411,4111369000,946843.0,100.0,경기도 수원시 권선구 곡선동,34499.0,466815.9,2024,226,0,370,1,10,6,127,27,52,165,21
202412,4111369000,826587.0,100.0,경기도 수원시 권선구 곡선동,34461.0,473029.5,2024,226,0,370,1,10,6,127,27,52,165,21
202501,4111369000,921389.0,100.0,경기도 수원시 권선구 곡선동,34463.0,484790.44,2025,197,0,328,0,11,5,121,27,48,169,20
202502,4111369000,2037253.0,100.0,경기도 수원시 권선구 곡선동,34381.0,454199.78,2025,197,0,328,0,11,5,121,27,48,169,20
202503,4111369000,1272979.0,100.0,경기도 수원시 권선구 곡선동,34337.0,526145.1,2025,197,0,328,0,11,5,121,27,48,169,20
202504,4111369000,782595.0,100.0,경기도 수원시 권선구 곡선동,34293.0,467597.6,2025,197,0,328,0,11,5,121,27,48,169,20
202505,4111369000,814125.0,100.0,경기도 수원시 권선구 곡선동,34314.0,480021.53,2025,197,0,328,0,11,5,121,27,48,169,20
202506,4111369000,620913.0,100.0,경기도 수원시 권선구 곡선동,34352.0,463084.7,2025,197,0,328,0,11,5,121,27,48,169,20
202307,4111565000,12506295.0,100.0,경기도 수원시 팔달구 매교동,21300.0,328689.38,2023,110,1,110,0,3,1,32,5,13,29,19
202308,4111565000,1492730.0,100.0,경기도 수원시 팔달구 매교동,21311.0,319816.3,2023,110,1,110,0,3,1,32,5,13,29,19
202309,4111565000,151626.0,100.0,경기도 수원시 팔달구 매교동,21346.0,326209.38,2023,110,1,110,0,3,1,32,5,13,29,19
202310,4111565000,312270.0,100.0,경기도 수원시 팔달구 매교동,21359.0,351391.2,2023,110,1,110,0,3,1,32,5,13,29,19
202311,4111565000,267446.0,100.0,경기도 수원시 팔달구 매교동,21326.0,323310.44,2023,110,1,110,0,3,1,32,5,13,29,19
202312,4111565000,280621.0,100.0,경기도 수원시 팔달구 매교동,21454.0,329967.56,2023,110,1,110,0,3,1,32,5,13,29,19
202401,4111565000,185479.0,100.0,경기도 수원시 팔달구 매교동,21516.0,328576.88,2024,89,1,114,0,3,1,57,5,13,29,20
202402,4111565000,185253.0,100.0,경기도 수원시 팔달구 매교동,21632.0,288864.06,2024,89,1,114,0,3,1,57,5,13,29,20
202403,4111565000,154287.0,100.0,경기도 수원시 팔달구 매교동,21634.0,339688.84,2024,89,1,114,0,3,1,57,5,13,29,20
202404,4111565000,222883.0,100.0,경기도 수원시 팔달구 매교동,21688.0,336734.7,2024,89,1,114,0,3,1,57,5,13,29,20
202405,4111565000,153089.0,100.0,경기도 수원시 팔달구 매교동,21695.0,353517.97,2024,89,1,114,0,3,1,57,5,13,29,20
202406,4111565000,105679.0,100.0,경기도 수원시 팔달구 매교동,21710.0,331394.75,2024,89,1,114,0,3,1,57,5,13,29,20
202407,4111565000,178838.0,100.0,경기도 수원시 팔달구 매교동,21688.0,344809.8,2024,89,1,114,0,3,1,57,5,13,29,20
202408,4111565000,92540.0,100.0,경기도 수원시 팔달구 매교동,21691.0,337455.22,2024,89,1,114,0,3,1,57,5,13,29,20
202409,4111565000,173506.0,100.0,경기도 수원시 팔달구 매교동,21630.0,377631.22,2024,89,1,114,0,3,1,57,5,13,29,20
202410,4111565000,234332.0,100.0,경기도 수원시 팔달구 매교동,21635.0,351024.78,2024,89,1,114,0,3,1,57,5,13,29,20
202411,4111565000,80192.0,100.0,경기도 수원시 팔달구 매교동,21634.0,340092.66,2024,89,1,114,0,3,1,57,5,13,29,20
202412,4111565000,129366.0,100.0,경기도 수원시 팔달구 매교동,21617.0,344334.9,2024,89,1,114,0,3,1,57,5,13,29,20
202501,4111565000,180582.0,100.0,경기도 수원시 팔달구 매교동,21688.0,361967.7,2025,94,1,105,0,3,1,65,6,13,31,17
202502,4111565000,176482.0,100.0,경기도 수원시 팔달구 매교동,21704.0,349058.88,2025,94,1,105,0,3,1,65,6,13,31,17
202503,4111565000,193012.0,100.0,경기도 수원시 팔달구 매교동,21706.0,367665.44,2025,94,1,105,0,3,1,65,6,13,31,17
202504,4111565000,132920.0,100.0,경기도 수원시 팔달구 매교동,21710.0,350780.66,2025,94,1,105,0,3,1,65,6,13,31,17
202505,4111565000,114186.0,100.0,경기도 수원시 팔달구 매교동,21721.0,395162.78,2025,94,1,105,0,3,1,65,6,13,31,17
202506,4111565000,72516.0,100.0,경기도 수원시 팔달구 매교동,21737.0,393035.38,2025,94,1,105,0,3,1,65,6,13,31,17
202307,4111566000,220813124.0,100.0,경기도 수원시 팔달구 매산동,9927.0,889571.6,2023,304,38,360,0,20,9,33,22,51,104,23
202308,4111566000,434822095.0,100.0,경기도 수원시 팔달구 매산동,9873.0,884962.94,2023,304,38,360,0,20,9,33,22,51,104,23
202309,4111566000,721507321.0,100.0,경기도 수원시 팔달구 매산동,9841.0,882758.5,2023,304,38,360,0,20,9,33,22,51,104,23
202310,4111566000,661880981.0,100.0,경기도 수원시 팔달구 매산동,9849.0,897591.94,2023,304,38,360,0,20,9,33,22,51,104,23
202311,4111566000,570626975.0,100.0,경기도 수원시 팔달구 매산동,9876.0,841857.7,2023,304,38,360,0,20,9,33,22,51,104,23
202312,4111566000,572565051.0,100.0,경기도 수원시 팔달구 매산동,9878.0,928300.44,2023,304,38,360,0,20,9,33,22,51,104,23
202401,4111566000,602883258.0,100.0,경기도 수원시 팔달구 매산동,9878.0,892048.1,2024,290,38,359,0,20,9,45,29,48,96,25
202402,4111566000,626050895.0,100.0,경기도 수원시 팔달구 매산동,9864.0,879141.7,2024,290,38,359,0,20,9,45,29,48,96,25
202403,4111566000,403543613.0,100.0,경기도 수원시 팔달구 매산동,9834.0,923364.56,2024,290,38,359,0,20,9,45,29,48,96,25
202404,4111566000,601091030.0,100.0,경기도 수원시 팔달구 매산동,9813.0,862664.7,2024,290,38,359,0,20,9,45,29,48,96,25
202405,4111566000,457700404.0,100.0,경기도 수원시 팔달구 매산동,9822.0,924797.06,2024,290,38,359,0,20,9,45,29,48,96,25
202406,4111566000,559980065.0,100.0,경기도 수원시 팔달구 매산동,9836.0,864754.25,2024,290,38,359,0,20,9,45,29,48,96,25
202407,4111566000,612254195.0,100.0,경기도 수원시 팔달구 매산동,9869.0,891534.5,2024,290,38,359,0,20,9,45,29,48,96,25
202408,4111566000,551816896.0,100.0,경기도 수원시 팔달구 매산동,9861.0,884125.25,2024,290,38,359,0,20,9,45,29,48,96,25
202409,4111566000,709745598.0,100.0,경기도 수원시 팔달구 매산동,9866.0,983024.0,2024,290,38,359,0,20,9,45,29,48,96,25
202410,4111566000,515091204.0,100.0,경기도 수원시 팔달구 매산동,9851.0,863751.3,2024,290,38,359,0,20,9,45,29,48,96,25
202411,4111566000,587358002.0,100.0,경기도 수원시 팔달구 매산동,9832.0,850650.06,2024,290,38,359,0,20,9,45,29,48,96,25
202412,4111566000,620178103.0,100.0,경기도 수원시 팔달구 매산동,9856.0,909324.5,2024,290,38,359,0,20,9,45,29,48,96,25
202501,4111566000,847116177.0,100.0,경기도 수원시 팔달구 매산동,9873.0,1039625.9,2025,283,30,343,0,18,6,35,28,45,94,24
202502,4111566000,892136990.0,100.0,경기도 수원시 팔달구 매산동,9885.0,958203.0,2025,283,30,343,0,18,6,35,28,45,94,24
202503,4111566000,757269230.0,100.0,경기도 수원시 팔달구 매산동,9843.0,986207.8,2025,283,30,343,0,18,6,35,28,45,94,24
202504,4111566000,512943422.0,100.0,경기도 수원시 팔달구 매산동,9852.0,848998.8,2025,283,30,343,0,18,6,35,28,45,94,24
202505,4111566000,514894703.0,100.0,경기도 수원시 팔달구 매산동,9817.0,901068.94,2025,283,30,343,0,18,6,35,28,45,94,24
202506,4111566000,547799024.0,100.0,경기도 수원시 팔달구 매산동,9789.0,821666.25,2025,283,30,343,0,18,6,35,28,45,94,24
202307,4111567000,5208864.0,100.0,경기도 수원시 팔달구 고등동,20373.0,144970.89,2023,108,5,114,1,5,2,14,6,4,45,8
202308,4111567000,1456868.0,100.0,경기도 수원시 팔달구 고등동,20311.0,149088.64,2023,108,5,114,1,5,2,14,6,4,45,8
202309,4111567000,1939019.0,100.0,경기도 수원시 팔달구 고등동,20250.0,141680.97,2023,108,5,114,1,5,2,14,6,4,45,8
202310,4111567000,1192153.0,100.0,경기도 수원시 팔달구 고등동,20176.0,155022.23,2023,108,5,114,1,5,2,14,6,4,45,8
202311,4111567000,817905.0,100.0,경기도 수원시 팔달구 고등동,20017.0,150475.12,2023,108,5,114,1,5,2,14,6,4,45,8
202312,4111567000,951481.0,100.0,경기도 수원시 팔달구 고등동,19903.0,167925.47,2023,108,5,114,1,5,2,14,6,4,45,8
202401,4111567000,960651.0,100.0,경기도 수원시 팔달구 고등동,19763.0,168781.94,2024,79,5,117,1,5,2,42,6,3,46,8
202402,4111567000,494522.0,100.0,경기도 수원시 팔달구 고등동,19593.0,164693.62,2024,79,5,117,1,5,2,42,6,3,46,8
202403,4111567000,481132.0,100.0,경기도 수원시 팔달구 고등동,19538.0,170159.84,2024,79,5,117,1,5,2,42,6,3,46,8
202404,4111567000,639654.0,100.0,경기도 수원시 팔달구 고등동,19439.0,172003.61,2024,79,5,117,1,5,2,42,6,3,46,8
202405,4111567000,203345.0,100.0,경기도 수원시 팔달구 고등동,19386.0,172253.34,2024,79,5,117,1,5,2,42,6,3,46,8
202406,4111567000,164281.0,100.0,경기도 수원시 팔달구 고등동,19396.0,158801.73,2024,79,5,117,1,5,2,42,6,3,46,8
202407,4111567000,109700.0,100.0,경기도 수원시 팔달구 고등동,19382.0,156283.52,2024,79,5,117,1,5,2,42,6,3,46,8
202408,4111567000,120128.0,100.0,경기도 수원시 팔달구 고등동,19339.0,160856.84,2024,79,5,117,1,5,2,42,6,3,46,8
202409,4111567000,163544.0,100.0,경기도 수원시 팔달구 고등동,19282.0,193024.6,2024,79,5,117,1,5,2,42,6,3,46,8
202410,4111567000,518086.0,100.0,경기도 수원시 팔달구 고등동,19218.0,173322.48,2024,79,5,117,1,5,2,42,6,3,46,8
202411,4111567000,1288032.0,100.0,경기도 수원시 팔달구 고등동,19194.0,162723.06,2024,79,5,117,1,5,2,42,6,3,46,8
202412,4111567000,1749824.0,100.0,경기도 수원시 팔달구 고등동,19168.0,163753.39,2024,79,5,117,1,5,2,42,6,3,46,8
202501,4111567000,2474508.0,100.0,경기도 수원시 팔달구 고등동,19193.0,184593.48,2025,71,3,104,1,6,2,46,7,4,51,9
202502,4111567000,3166610.0,100.0,경기도 수원시 팔달구 고등동,19186.0,167494.34,2025,71,3,104,1,6,2,46,7,4,51,9
202503,4111567000,3568666.0,100.0,경기도 수원시 팔달구 고등동,19136.0,169185.12,2025,71,3,104,1,6,2,46,7,4,51,9
202504,4111567000,2476424.0,100.0,경기도 수원시 팔달구 고등동,19105.0,166745.56,2025,71,3,104,1,6,2,46,7,4,51,9
202505,4111567000,2992708.0,100.0,경기도 수원시 팔달구 고등동,19095.0,168091.73,2025,71,3,104,1,6,2,46,7,4,51,9
202506,4111567000,2544904.0,100.0,경기도 수원시 팔달구 고등동,19151.0,137038.4,2025,71,3,104,1,6,2,46,7,4,51,9
202307,4111568000,60582603.0,100.0,경기도 수원시 팔달구 화서1동,21460.0,1154071.0,2023,324,2,278,1,8,1,23,28,40,95,19
202308,4111568000,8716893.0,100.0,경기도 수원시 팔달구 화서1동,21374.0,1133009.1,2023,324,2,278,1,8,1,23,28,40,95,19
202309,4111568000,1067695.0,100.0,경기도 수원시 팔달구 화서1동,21360.0,1185434.8,2023,324,2,278,1,8,1,23,28,40,95,19
202310,4111568000,934882.0,100.0,경기도 수원시 팔달구 화서1동,21299.0,1206591.6,2023,324,2,278,1,8,1,23,28,40,95,19
202311,4111568000,811569.0,100.0,경기도 수원시 팔달구 화서1동,21239.0,1129985.6,2023,324,2,278,1,8,1,23,28,40,95,19
202312,4111568000,882016.0,100.0,경기도 수원시 팔달구 화서1동,21214.0,1156862.2,2023,324,2,278,1,8,1,23,28,40,95,19
202401,4111568000,982059.0,100.0,경기도 수원시 팔달구 화서1동,21207.0,1168694.2,2024,301,2,268,1,9,1,48,28,39,94,19
202402,4111568000,1048200.0,100.0,경기도 수원시 팔달구 화서1동,21241.0,1080788.5,2024,301,2,268,1,9,1,48,28,39,94,19
202403,4111568000,658502.0,100.0,경기도 수원시 팔달구 화서1동,21278.0,1143139.5,2024,301,2,268,1,9,1,48,28,39,94,19
202404,4111568000,952314.0,100.0,경기도 수원시 팔달구 화서1동,21236.0,1181329.6,2024,301,2,268,1,9,1,48,28,39,94,19
202405,4111568000,849523.0,100.0,경기도 수원시 팔달구 화서1동,21185.0,1153257.4,2024,301,2,268,1,9,1,48,28,39,94,19
202406,4111568000,867010.0,100.0,경기도 수원시 팔달구 화서1동,21159.0,1109766.2,2024,301,2,268,1,9,1,48,28,39,94,19
202407,4111568000,1196345.0,100.0,경기도 수원시 팔달구 화서1동,21087.0,1152296.8,2024,301,2,268,1,9,1,48,28,39,94,19
202408,4111568000,913902.0,100.0,경기도 수원시 팔달구 화서1동,21057.0,1126133.1,2024,301,2,268,1,9,1,48,28,39,94,19
202409,4111568000,884699.0,100.0,경기도 수원시 팔달구 화서1동,21039.0,1323687.9,2024,301,2,268,1,9,1,48,28,39,94,19
202410,4111568000,775097.0,100.0,경기도 수원시 팔달구 화서1동,21022.0,1158682.8,2024,301,2,268,1,9,1,48,28,39,94,19
202411,4111568000,753793.0,100.0,경기도 수원시 팔달구 화서1동,21000.0,1122186.2,2024,301,2,268,1,9,1,48,28,39,94,19
202412,4111568000,696815.0,100.0,경기도 수원시 팔달구 화서1동,21000.0,1134149.4,2024,301,2,268,1,9,1,48,28,39,94,19
202501,4111568000,898864.0,100.0,경기도 수원시 팔달구 화서1동,20979.0,1291670.0,2025,272,1,240,1,7,0,51,28,31,93,21
202502,4111568000,873157.0,100.0,경기도 수원시 팔달구 화서1동,20923.0,1152448.1,2025,272,1,240,1,7,0,51,28,31,93,21
202503,4111568000,985001.0,100.0,경기도 수원시 팔달구 화서1동,20855.0,1151229.2,2025,272,1,240,1,7,0,51,28,31,93,21
202504,4111568000,644114.0,100.0,경기도 수원시 팔달구 화서1동,20831.0,1154909.1,2025,272,1,240,1,7,0,51,28,31,93,21
202505,4111568000,754271.0,100.0,경기도 수원시 팔달구 화서1동,20777.0,1130076.0,2025,272,1,240,1,7,0,51,28,31,93,21
202506,4111568000,706105.0,100.0,경기도 수원시 팔달구 화서1동,20784.0,1124934.2,2025,272,1,240,1,7,0,51,28,31,93,21
202307,4111569000,72670225.0,100.0,경기도 수원시 팔달구 화서2동,24682.0,494371.84,2023,164,0,189,1,4,6,58,22,17,99,11
202308,4111569000,10692400.0,100.0,경기도 수원시 팔달구 화서2동,24621.0,493171.25,2023,164,0,189,1,4,6,58,22,17,99,11
202309,4111569000,158866.0,100.0,경기도 수원시 팔달구 화서2동,24588.0,499326.38,2023,164,0,189,1,4,6,58,22,17,99,11
202310,4111569000,36322.0,100.0,경기도 수원시 팔달구 화서2동,24450.0,545274.7,2023,164,0,189,1,4,6,58,22,17,99,11
202311,4111569000,64866.0,100.0,경기도 수원시 팔달구 화서2동,24376.0,506095.5,2023,164,0,189,1,4,6,58,22,17,99,11
202312,4111569000,57134.0,100.0,경기도 수원시 팔달구 화서2동,24342.0,507338.44,2023,164,0,189,1,4,6,58,22,17,99,11
202401,4111569000,74386.0,100.0,경기도 수원시 팔달구 화서2동,24335.0,482836.6,2024,108,0,191,1,4,5,101,23,17,99,15
202402,4111569000,105724.0,100.0,경기도 수원시 팔달구 화서2동,24278.0,452515.84,2024,108,0,191,1,4,5,101,23,17,99,15
202403,4111569000,30708.0,100.0,경기도 수원시 팔달구 화서2동,24298.0,494523.44,2024,108,0,191,1,4,5,101,23,17,99,15
202404,4111569000,47440.0,100.0,경기도 수원시 팔달구 화서2동,24261.0,506251.12,2024,108,0,191,1,4,5,101,23,17,99,15
202405,4111569000,21018.0,100.0,경기도 수원시 팔달구 화서2동,24260.0,494009.0,2024,108,0,191,1,4,5,101,23,17,99,15
202406,4111569000,66666.0,100.0,경기도 수원시 팔달구 화서2동,24264.0,479578.4,2024,108,0,191,1,4,5,101,23,17,99,15
202407,4111569000,25676.0,100.0,경기도 수원시 팔달구 화서2동,24288.0,481345.75,2024,108,0,191,1,4,5,101,23,17,99,15
202408,4111569000,24450.0,100.0,경기도 수원시 팔달구 화서2동,24284.0,471984.94,2024,108,0,191,1,4,5,101,23,17,99,15
202409,4111569000,54266.0,100.0,경기도 수원시 팔달구 화서2동,24282.0,514272.44,2024,108,0,191,1,4,5,101,23,17,99,15
202410,4111569000,31936.0,100.0,경기도 수원시 팔달구 화서2동,24265.0,491736.66,2024,108,0,191,1,4,5,101,23,17,99,15
202411,4111569000,38960.0,100.0,경기도 수원시 팔달구 화서2동,24252.0,481619.97,2024,108,0,191,1,4,5,101,23,17,99,15
202412,4111569000,30774.0,100.0,경기도 수원시 팔달구 화서2동,24217.0,489796.84,2024,108,0,191,1,4,5,101,23,17,99,15
202501,4111569000,216682.0,100.0,경기도 수원시 팔달구 화서2동,24202.0,494644.12,2025,93,0,179,0,4,2,96,22,18,105,13
202502,4111569000,47218.0,100.0,경기도 수원시 팔달구 화서2동,24127.0,459389.3,2025,93,0,179,0,4,2,96,22,18,105,13
202503,4111569000,70722.0,100.0,경기도 수원시 팔달구 화서2동,24117.0,501163.56,2025,93,0,179,0,4,2,96,22,18,105,13
202504,4111569000,71466.0,100.0,경기도 수원시 팔달구 화서2동,24062.0,521194.4,2025,93,0,179,0,4,2,96,22,18,105,13
202505,4111569000,26876.0,100.0,경기도 수원시 팔달구 화서2동,24067.0,494115.16,2025,93,0,179,0,4,2,96,22,18,105,13
202506,4111569000,26400.0,100.0,경기도 수원시 팔달구 화서2동,24040.0,474251.22,2025,93,0,179,0,4,2,96,22,18,105,13
202307,4111570000,32626706.0,100.0,경기도 수원시 팔달구 지동,9964.0,486128.47,2023,196,0,110,0,2,0,8,10,6,26,9
202308,4111570000,3605112.0,100.0,경기도 수원시 팔달구 지동,9881.0,474607.25,2023,196,0,110,0,2,0,8,10,6,26,9
202309,4111570000,1970441.0,100.0,경기도 수원시 팔달구 지동,9854.0,486459.56,2023,196,0,110,0,2,0,8,10,6,26,9
202310,4111570000,1079418.0,100.0,경기도 수원시 팔달구 지동,9839.0,609401.25,2023,196,0,110,0,2,0,8,10,6,26,9
202311,4111570000,933372.0,100.0,경기도 수원시 팔달구 지동,9834.0,563191.94,2023,196,0,110,0,2,0,8,10,6,26,9
202312,4111570000,669469.0,100.0,경기도 수원시 팔달구 지동,9841.0,566836.0,2023,196,0,110,0,2,0,8,10,6,26,9
202401,4111570000,626858.0,100.0,경기도 수원시 팔달구 지동,9803.0,610699.1,2024,189,0,110,0,2,0,10,10,5,24,8
202402,4111570000,1254393.0,100.0,경기도 수원시 팔달구 지동,9753.0,528112.2,2024,189,0,110,0,2,0,10,10,5,24,8
202403,4111570000,566459.0,100.0,경기도 수원시 팔달구 지동,9751.0,580388.3,2024,189,0,110,0,2,0,10,10,5,24,8
202404,4111570000,850756.0,100.0,경기도 수원시 팔달구 지동,9709.0,560507.1,2024,189,0,110,0,2,0,10,10,5,24,8
202405,4111570000,681687.0,100.0,경기도 수원시 팔달구 지동,9666.0,562371.2,2024,189,0,110,0,2,0,10,10,5,24,8
202406,4111570000,740677.0,100.0,경기도 수원시 팔달구 지동,9631.0,544363.4,2024,189,0,110,0,2,0,10,10,5,24,8
202407,4111570000,583194.0,100.0,경기도 수원시 팔달구 지동,9593.0,569337.44,2024,189,0,110,0,2,0,10,10,5,24,8
202408,4111570000,585900.0,100.0,경기도 수원시 팔달구 지동,9561.0,571328.06,2024,189,0,110,0,2,0,10,10,5,24,8
202409,4111570000,1513569.0,100.0,경기도 수원시 팔달구 지동,9546.0,661155.0,2024,189,0,110,0,2,0,10,10,5,24,8
202410,4111570000,950940.0,100.0,경기도 수원시 팔달구 지동,9509.0,601781.8,2024,189,0,110,0,2,0,10,10,5,24,8
202411,4111570000,739007.0,100.0,경기도 수원시 팔달구 지동,9495.0,579835.8,2024,189,0,110,0,2,0,10,10,5,24,8
202412,4111570000,623913.0,100.0,경기도 수원시 팔달구 지동,9476.0,594628.75,2024,189,0,110,0,2,0,10,10,5,24,8
202501,4111570000,2136612.0,100.0,경기도 수원시 팔달구 지동,9490.0,657383.56,2025,180,0,98,0,2,0,10,7,3,25,8
202502,4111570000,968955.0,100.0,경기도 수원시 팔달구 지동,9453.0,624156.5,2025,180,0,98,0,2,0,10,7,3,25,8
202503,4111570000,587889.0,100.0,경기도 수원시 팔달구 지동,9456.0,614768.9,2025,180,0,98,0,2,0,10,7,3,25,8
202504,4111570000,476148.0,100.0,경기도 수원시 팔달구 지동,9425.0,597920.3,2025,180,0,98,0,2,0,10,7,3,25,8
202505,4111570000,484705.0,100.0,경기도 수원시 팔달구 지동,9393.0,603670.7,2025,180,0,98,0,2,0,10,7,3,25,8
202506,4111570000,366445.0,100.0,경기도 수원시 팔달구 지동,9382.0,572877.56,2025,180,0,98,0,2,0,10,7,3,25,8
202307,4111571000,32075450.0,100.0,경기도 수원시 팔달구 우만1동,19083.0,238985.94,2023,206,0,228,1,13,1,23,18,37,92,13
202308,4111571000,4176391.0,100.0,경기도 수원시 팔달구 우만1동,18954.0,227505.6,2023,206,0,228,1,13,1,23,18,37,92,13
202309,4111571000,311841.0,100.0,경기도 수원시 팔달구 우만1동,18870.0,236025.67,2023,206,0,228,1,13,1,23,18,37,92,13
202310,4111571000,290041.0,100.0,경기도 수원시 팔달구 우만1동,18814.0,253227.69,2023,206,0,228,1,13,1,23,18,37,92,13
202311,4111571000,193461.0,100.0,경기도 수원시 팔달구 우만1동,18774.0,221930.42,2023,206,0,228,1,13,1,23,18,37,92,13
202312,4111571000,187005.0,100.0,경기도 수원시 팔달구 우만1동,18738.0,224870.16,2023,206,0,228,1,13,1,23,18,37,92,13
202401,4111571000,212873.0,100.0,경기도 수원시 팔달구 우만1동,18727.0,210609.7,2024,198,0,229,1,14,1,35,17,37,84,14
202402,4111571000,186109.0,100.0,경기도 수원시 팔달구 우만1동,18742.0,187881.3,2024,198,0,229,1,14,1,35,17,37,84,14
202403,4111571000,142980.0,100.0,경기도 수원시 팔달구 우만1동,18718.0,219576.12,2024,198,0,229,1,14,1,35,17,37,84,14
202404,4111571000,257999.0,100.0,경기도 수원시 팔달구 우만1동,18618.0,216982.31,2024,198,0,229,1,14,1,35,17,37,84,14
202405,4111571000,160257.0,100.0,경기도 수원시 팔달구 우만1동,18563.0,224086.31,2024,198,0,229,1,14,1,35,17,37,84,14
202406,4111571000,273779.0,100.0,경기도 수원시 팔달구 우만1동,18505.0,215365.42,2024,198,0,229,1,14,1,35,17,37,84,14
202407,4111571000,261715.0,100.0,경기도 수원시 팔달구 우만1동,18450.0,209248.84,2024,198,0,229,1,14,1,35,17,37,84,14
202408,4111571000,207443.0,100.0,경기도 수원시 팔달구 우만1동,18389.0,222721.95,2024,198,0,229,1,14,1,35,17,37,84,14
202409,4111571000,364285.0,100.0,경기도 수원시 팔달구 우만1동,18364.0,222555.4,2024,198,0,229,1,14,1,35,17,37,84,14
202410,4111571000,224365.0,100.0,경기도 수원시 팔달구 우만1동,18296.0,226389.66,2024,198,0,229,1,14,1,35,17,37,84,14
202411,4111571000,232453.0,100.0,경기도 수원시 팔달구 우만1동,18229.0,199610.8,2024,198,0,229,1,14,1,35,17,37,84,14
202412,4111571000,194360.0,100.0,경기도 수원시 팔달구 우만1동,18200.0,198170.39,2024,198,0,229,1,14,1,35,17,37,84,14
202501,4111571000,305663.0,100.0,경기도 수원시 팔달구 우만1동,18148.0,198585.5,2025,181,0,205,0,10,1,30,14,33,83,12
202502,4111571000,224641.0,100.0,경기도 수원시 팔달구 우만1동,18140.0,188978.38,2025,181,0,205,0,10,1,30,14,33,83,12
202503,4111571000,246313.0,100.0,경기도 수원시 팔달구 우만1동,18118.0,221992.14,2025,181,0,205,0,10,1,30,14,33,83,12
202504,4111571000,204446.0,100.0,경기도 수원시 팔달구 우만1동,18106.0,208867.05,2025,181,0,205,0,10,1,30,14,33,83,12
