기준월,행정동코드,매출금액,행정구역,총인구수,월유동인구수,년도,spatial_cluster
5,4121055000,3227593,경기도 광명시 광명4동,7374,506172.2,2025,0
6,4121055000,4212850,경기도 광명시 광명4동,7376,479064.47,2025,0
7,4121056000,45026455,경기도 광명시 광명5동,12206,186662.38,2023,0
8,4121056000,5716387,경기도 광명시 광명5동,12169,181480.08,2023,0
9,4121056000,80666,경기도 광명시 광명5동,12139,187800.55,2023,0
10,4121056000,258244,경기도 광명시 광명5동,12076,188116.9,2023,0
11,4121056000,146986,경기도 광명시 광명5동,12030,189708.98,2023,0
12,4121056000,5702,경기도 광명시 광명5동,12003,186754.31,2023,0
1,4121056000,83638,경기도 광명시 광명5동,11995,181145.95,2024,0
2,4121056000,88454,경기도 광명시 광명5동,11958,172746.47,2024,0
3,4121056000,15792,경기도 광명시 광명5동,11968,196619.53,2024,0
4,4121056000,66146,경기도 광명시 광명5동,11932,196353.2,2024,0
5,4121056000,244592,경기도 광명시 광명5동,11918,183006.73,2024,0
6,4121056000,158440,경기도 광명시 광명5동,11892,189547.55,2024,0
7,4121056000,324864,경기도 광명시 광명5동,11878,191705.55,2024,0
8,4121056000,313406,경기도 광명시 광명5동,11867,190446.61,2024,0
9,4121056000,287866,경기도 광명시 광명5동,11860,204008.1,2024,0
10,4121056000,55224,경기도 광명시 광명5동,11852,186710.16,2024,0
11,4121056000,67932,경기도 광명시 광명5동,11788,186018.25,2024,0
12,4121056000,42890,경기도 광명시 광명5동,11759,189482.1,2024,0
1,4121056000,184192,경기도 광명시 광명5동,11694,202381.89,2025,0
2,4121056000,472338,경기도 광명시 광명5동,11669,177379.45,2025,0
3,4121056000,518462,경기도 광명시 광명5동,11663,182329.62,2025,0
4,4121056000,278010,경기도 광명시 광명5동,11641,172470.34,2025,0
5,4121056000,60956,경기도 광명시 광명5동,11621,177794.27,2025,0
6,4121056000,373812,경기도 광명시 광명5동,11553,171158.08,2025,0
7,4121057000,74631761,경기도 광명시 광명6동,13884,92016.69,2023,0
8,4121057000,10733592,경기도 광명시 광명6동,13857,102533.89,2023,0
9,4121057000,18346,경기도 광명시 광명6동,13817,102649.76,2023,0
10,4121057000,205250,경기도 광명시 광명6동,13776,103352.38,2023,0
11,4121057000,88518,경기도 광명시 광명6동,13735,101608.07,2023,0
12,4121057000,34294,경기도 광명시 광명6동,13744,100510.21,2023,0
1,4121057000,180554,경기도 광명시 광명6동,13730,97785.7,2024,0
2,4121057000,275074,경기도 광명시 광명6동,13734,90144.38,2024,0
3,4121057000,487340,경기도 광명시 광명6동,13714,109035.52,2024,0
4,4121057000,361280,경기도 광명시 광명6동,13730,109159.66,2024,0
5,4121057000,295148,경기도 광명시 광명6동,13763,103584.91,2024,0
6,4121057000,275280,경기도 광명시 광명6동,13750,106064.75,2024,0
7,4121057000,854786,경기도 광명시 광명6동,13735,105313.95,2024,0
8,4121057000,256334,경기도 광명시 광명6동,13715,102467.49,2024,0
9,4121057000,215172,경기도 광명시 광명6동,13714,113114.49,2024,0
10,4121057000,367830,경기도 광명시 광명6동,13779,107432.01,2024,0
11,4121057000,285078,경기도 광명시 광명6동,11296,115852.03,2024,0
12,4121057000,249340,경기도 광명시 광명6동,12030,113291.83,2024,0
1,4121057000,136050,경기도 광명시 광명6동,12191,134382.66,2025,0
2,4121057000,284156,경기도 광명시 광명6동,12343,108744.79,2025,0
3,4121057000,111326,경기도 광명시 광명6동,12377,113742.27,2025,0
4,4121057000,64358,경기도 광명시 광명6동,12458,111246.99,2025,0
5,4121057000,324726,경기도 광명시 광명6동,12524,112609.47,2025,0
6,4121057000,274746,경기도 광명시 광명6동,12528,109154.37,2025,0
7,4121058000,37048165,경기도 광명시 광명7동,19672,151578.84,2023,0
8,4121058000,6108327,경기도 광명시 광명7동,19650,150081.73,2023,0
9,4121058000,247144,경기도 광명시 광명7동,19812,156408.77,2023,0
10,4121058000,502280,경기도 광명시 광명7동,20984,162398.88,2023,0
11,4121058000,890732,경기도 광명시 광명7동,21813,161647.38,2023,0
12,4121058000,1546124,경기도 광명시 광명7동,22049,165333.58,2023,0
1,4121058000,28000,경기도 광명시 광명7동,22168,161168.67,2024,0
2,4121058000,34206,경기도 광명시 광명7동,22273,146090.5,2024,0
3,4121058000,141676,경기도 광명시 광명7동,22326,168251.8,2024,0
4,4121058000,431466,경기도 광명시 광명7동,22339,164137.73,2024,0
5,4121058000,386578,경기도 광명시 광명7동,22312,162462.11,2024,0
6,4121058000,809584,경기도 광명시 광명7동,22331,166332.16,2024,0
7,4121058000,445028,경기도 광명시 광명7동,22397,161968.34,2024,0
8,4121058000,831586,경기도 광명시 광명7동,22414,162674.62,2024,0
9,4121058000,736726,경기도 광명시 광명7동,22432,176002.58,2024,0
10,4121058000,920342,경기도 광명시 광명7동,22439,163864.44,2024,0
11,4121058000,1775243,경기도 광명시 광명7동,25951,157344.31,2024,0
12,4121058000,3460110,경기도 광명시 광명7동,25863,169605.19,2024,0
1,4121058000,62126,경기도 광명시 광명7동,25845,174980.4,2025,0
2,4121058000,185428,경기도 광명시 광명7동,25804,158939.0,2025,0
3,4121058000,448346,경기도 광명시 광명7동,25742,173778.78,2025,0
4,4121058000,417490,경기도 광명시 광명7동,25751,164735.56,2025,0
5,4121058000,693400,경기도 광명시 광명7동,25744,193954.42,2025,0
6,4121058000,814076,경기도 광명시 광명7동,25604,174968.73,2025,0
7,4121059000,27434713,경기도 광명시 철산1동,10601,1339839.4,2023,0
8,4121059000,4253876,경기도 광명시 철산1동,10615,1339306.5,2023,0
9,4121059000,40026,경기도 광명시 철산1동,10599,1325649.4,2023,0
10,4121059000,40270,경기도 광명시 철산1동,10540,1343991.8,2023,0
11,4121059000,24772,경기도 광명시 철산1동,10533,1308246.5,2023,0
12,4121059000,20606,경기도 광명시 철산1동,10532,1299865.8,2023,0
1,4121059000,43070,경기도 광명시 철산1동,10534,1265293.1,2024,0
2,4121059000,92549,경기도 광명시 철산1동,10511,1190182.9,2024,0
3,4121059000,48334,경기도 광명시 철산1동,10511,1326435.5,2024,0
4,4121059000,31012,경기도 광명시 철산1동,10521,1396156.0,2024,0
5,4121059000,35032,경기도 광명시 철산1동,10507,1330268.5,2024,0
6,4121059000,18760,경기도 광명시 철산1동,10483,1318795.0,2024,0
7,4121059000,79548,경기도 광명시 철산1동,10466,1295480.1,2024,0
8,4121059000,37508,경기도 광명시 철산1동,10476,1275665.5,2024,0
9,4121059000,46440,경기도 광명시 철산1동,10454,1293936.6,2024,0
10,4121059000,22980,경기도 광명시 철산1동,10435,1260567.1,2024,0
11,4121059000,48400,경기도 광명시 철산1동,10442,1202650.8,2024,0
12,4121059000,51844,경기도 광명시 철산1동,10445,1208020.5,2024,0
1,4121059000,42864,경기도 광명시 철산1동,10411,1246688.6,2025,0
2,4121059000,120000,경기도 광명시 철산1동,10359,1196301.9,2025,0
3,4121059000,129212,경기도 광명시 철산1동,10342,1205317.6,2025,0
4,4121059000,111800,경기도 광명시 철산1동,10323,1134935.8,2025,0
5,4121059000,79250,경기도 광명시 철산1동,10302,1117812.2,2025,0
6,4121059000,87820,경기도 광명시 철산1동,10212,1000036.6,2025,0
7,4121060000,19305719,경기도 광명시 철산2동,5544,457478.03,2023,0
8,4121060000,2078526,경기도 광명시 철산2동,5519,427947.94,2023,0
9,4121060000,97291,경기도 광명시 철산2동,5481,429196.44,2023,0
10,4121060000,140243,경기도 광명시 철산2동,5429,454226.22,2023,0
11,4121060000,85892,경기도 광명시 철산2동,5392,451866.2,2023,0
12,4121060000,168528,경기도 광명시 철산2동,5377,441749.3,2023,0
1,4121060000,94980,경기도 광명시 철산2동,5371,406374.6,2024,0
2,4121060000,54647,경기도 광명시 철산2동,5345,377817.16,2024,0
3,4121060000,45818,경기도 광명시 철산2동,5309,485764.22,2024,0
4,4121060000,98572,경기도 광명시 철산2동,5292,451739.34,2024,0
5,4121060000,46308,경기도 광명시 철산2동,5269,460509.75,2024,0
6,4121060000,81703,경기도 광명시 철산2동,5237,446839.72,2024,0
7,4121060000,159624,경기도 광명시 철산2동,5201,448528.72,2024,0
8,4121060000,37831,경기도 광명시 철산2동,5171,430354.78,2024,0
9,4121060000,39346,경기도 광명시 철산2동,5157,496479.25,2024,0
10,4121060000,28669,경기도 광명시 철산2동,5133,446718.0,2024,0
11,4121060000,54026,경기도 광명시 철산2동,5105,443203.75,2024,0
12,4121060000,56617,경기도 광명시 철산2동,5099,444015.38,2024,0
1,4121060000,104784,경기도 광명시 철산2동,5087,485412.34,2025,0
2,4121060000,423925,경기도 광명시 철산2동,5048,521790.88,2025,0
3,4121060000,313454,경기도 광명시 철산2동,5040,537137.2,2025,0
4,4121060000,239898,경기도 광명시 철산2동,5040,501736.47,2025,0
5,4121060000,167306,경기도 광명시 철산2동,5118,811485.94,2025,0
6,4121060000,143241,경기도 광명시 철산2동,9229,1023891.8,2025,0
7,4121061000,312464205,경기도 광명시 철산3동,36947,3101603.0,2023,1
8,4121061000,43927120,경기도 광명시 철산3동,36941,3017408.0,2023,1
9,4121061000,3480350,경기도 광명시 철산3동,36862,3058171.2,2023,1
10,4121061000,3295782,경기도 광명시 철산3동,36795,3175529.8,2023,1
11,4121061000,2821704,경기도 광명시 철산3동,36785,3027585.5,2023,1
12,4121061000,2307385,경기도 광명시 철산3동,36772,3121092.5,2023,1
1,4121061000,2057413,경기도 광명시 철산3동,36750,3147824.8,2024,1
2,4121061000,2596342,경기도 광명시 철산3동,36723,2884985.5,2024,1
3,4121061000,1514300,경기도 광명시 철산3동,36697,3168646.2,2024,1
4,4121061000,2312450,경기도 광명시 철산3동,36694,3265776.0,2024,1
5,4121061000,2673039,경기도 광명시 철산3동,36666,3198256.0,2024,1
6,4121061000,2920168,경기도 광명시 철산3동,36641,3231779.5,2024,1
7,4121061000,2868306,경기도 광명시 철산3동,36604,3202912.0,2024,1
8,4121061000,2259536,경기도 광명시 철산3동,36573,3180706.0,2024,1
9,4121061000,3481849,경기도 광명시 철산3동,36547,3274014.5,2024,1
10,4121061000,2114246,경기도 광명시 철산3동,36515,3194879.5,2024,1
11,4121061000,2483809,경기도 광명시 철산3동,36478,3190234.0,2024,1
12,4121061000,1756725,경기도 광명시 철산3동,36467,3191775.8,2024,1
1,4121061000,3171944,경기도 광명시 철산3동,36433,3298320.0,2025,1
2,4121061000,3535230,경기도 광명시 철산3동,36334,3135460.2,2025,1
3,4121061000,3418293,경기도 광명시 철산3동,36260,3294824.8,2025,1
4,4121061000,2491360,경기도 광명시 철산3동,36289,3246661.0,2025,1
5,4121061000,2435886,경기도 광명시 철산3동,36255,3210290.8,2025,1
6,4121061000,2706258,경기도 광명시 철산3동,35706,3163780.0,2025,1
7,4121062000,34016259,경기도 광명시 철산4동,9640,256953.84,2023,0
8,4121062000,5479614,경기도 광명시 철산4동,9585,246511.06,2023,0
9,4121062000,700532,경기도 광명시 철산4동,9545,243689.58,2023,0
10,4121062000,911482,경기도 광명시 철산4동,9471,269166.75,2023,0
11,4121062000,919900,경기도 광명시 철산4동,9419,260972.44,2023,0
12,4121062000,1412628,경기도 광명시 철산4동,9389,259575.38,2023,0
1,4121062000,441346,경기도 광명시 철산4동,9390,234154.08,2024,0
2,4121062000,403676,경기도 광명시 철산4동,9341,215137.6,2024,0
3,4121062000,260966,경기도 광명시 철산4동,9338,228443.3,2024,0
4,4121062000,593012,경기도 광명시 철산4동,9362,215672.03,2024,0
5,4121062000,563544,경기도 광명시 철산4동,9357,201938.9,2024,0
6,4121062000,837286,경기도 광명시 철산4동,9334,225104.36,2024,0
7,4121062000,907514,경기도 광명시 철산4동,9324,217370.48,2024,0
8,4121062000,724976,경기도 광명시 철산4동,9319,218245.53,2024,0
9,4121062000,880296,경기도 광명시 철산4동,9291,223197.16,2024,0
10,4121062000,837444,경기도 광명시 철산4동,9273,217141.2,2024,0
11,4121062000,990572,경기도 광명시 철산4동,9257,217523.56,2024,0
12,4121062000,1735228,경기도 광명시 철산4동,9255,222805.3,2024,0
1,4121062000,428074,경기도 광명시 철산4동,9240,242631.83,2025,0
2,4121062000,898908,경기도 광명시 철산4동,9224,214825.84,2025,0
3,4121062000,959008,경기도 광명시 철산4동,9222,221486.98,2025,0
4,4121062000,701688,경기도 광명시 철산4동,9211,220422.56,2025,0
5,4121062000,926976,경기도 광명시 철산4동,9213,215937.61,2025,0
6,4121062000,811276,경기도 광명시 철산4동,9124,203133.61,2025,0
7,4121063100,184041970,경기도 광명시 하안1동,25465,789289.1,2023,0
8,4121063100,202636681,경기도 광명시 하안1동,25431,778018.1,2023,0
9,4121063100,355069174,경기도 광명시 하안1동,25432,797783.06,2023,0
10,4121063100,290537611,경기도 광명시 하안1동,25379,809049.75,2023,0
11,4121063100,249724672,경기도 광명시 하안1동,25292,774554.06,2023,0
12,4121063100,154558732,경기도 광명시 하안1동,25318,793408.4,2023,0
1,4121063100,258917766,경기도 광명시 하안1동,25279,761101.06,2024,0
2,4121063100,315442081,경기도 광명시 하안1동,25276,726185.44,2024,0
3,4121063100,213602043,경기도 광명시 하안1동,25235,836859.1,2024,0
4,4121063100,348695158,경기도 광명시 하안1동,25188,824706.9,2024,0
5,4121063100,334309384,경기도 광명시 하안1동,25147,794555.8,2024,0
6,4121063100,350664210,경기도 광명시 하안1동,25155,798183.75,2024,0
7,4121063100,354647537,경기도 광명시 하안1동,25125,792756.4,2024,0
8,4121063100,328467790,경기도 광명시 하안1동,25132,790662.4,2024,0
9,4121063100,444453624,경기도 광명시 하안1동,25109,853581.9,2024,0
10,4121063100,312322014,경기도 광명시 하안1동,25114,817940.6,2024,0
11,4121063100,355462015,경기도 광명시 하안1동,25073,786718.8,2024,0
12,4121063100,292850642,경기도 광명시 하안1동,25015,802893.8,2024,0
1,4121063100,464512022,경기도 광명시 하안1동,24971,813714.56,2025,0
2,4121063100,775483226,경기도 광명시 하안1동,24914,759314.06,2025,0
3,4121063100,628650105,경기도 광명시 하안1동,24905,817254.7,2025,0
4,4121063100,459240763,경기도 광명시 하안1동,24834,767900.8,2025,0
5,4121063100,398797676,경기도 광명시 하안1동,24807,793889.56,2025,0
6,4121063100,451234593,경기도 광명시 하안1동,24659,774728.4,2025,0
7,4121063300,139290388,경기도 광명시 하안3동,19296,537671.0,2023,0
8,4121063300,17650596,경기도 광명시 하안3동,19294,538666.1,2023,0
9,4121063300,309395,경기도 광명시 하안3동,19224,537034.75,2023,0
10,4121063300,418229,경기도 광명시 하안3동,19143,540113.9,2023,0
11,4121063300,386449,경기도 광명시 하안3동,19119,535367.0,2023,0
12,4121063300,438591,경기도 광명시 하안3동,19089,569388.5,2023,0
1,4121063300,183405,경기도 광명시 하안3동,19064,540778.75,2024,0
2,4121063300,141985,경기도 광명시 하안3동,19035,518185.9,2024,0
3,4121063300,267992,경기도 광명시 하안3동,19018,564186.25,2024,0
4,4121063300,556660,경기도 광명시 하안3동,19023,604839.06,2024,0
5,4121063300,731603,경기도 광명시 하안3동,19042,593950.0,2024,0
6,4121063300,865113,경기도 광명시 하안3동,19027,576919.6,2024,0
7,4121063300,687507,경기도 광명시 하안3동,18967,593238.06,2024,0
8,4121063300,795681,경기도 광명시 하안3동,18941,561338.5,2024,0
9,4121063300,1027908,경기도 광명시 하안3동,18898,614799.0,2024,0
10,4121063300,799159,경기도 광명시 하안3동,18870,577332.56,2024,0
11,4121063300,899460,경기도 광명시 하안3동,18782,561302.25,2024,0
12,4121063300,996020,경기도 광명시 하안3동,18739,568605.1,2024,0
1,4121063300,999379,경기도 광명시 하안3동,18687,592412.75,2025,0
2,4121063300,2839010,경기도 광명시 하안3동,18609,567562.75,2025,0
3,4121063300,1982210,경기도 광명시 하안3동,18583,598971.25,2025,0
4,4121063300,1428271,경기도 광명시 하안3동,18564,587043.44,2025,0
5,4121063300,1405577,경기도 광명시 하안3동,18559,551587.1,2025,0
6,4121063300,1384176,경기도 광명시 하안3동,18367,535436.06,2025,0
7,4121063400,35613946,경기도 광명시 하안4동,11959,52784.02,2023,0
8,4121063400,4653583,경기도 광명시 하안4동,11967,47270.15,2023,0
9,4121063400,704844,경기도 광명시 하안4동,11943,45523.86,2023,0
10,4121063400,1236875,경기도 광명시 하안4동,11872,47961.98,2023,0
11,4121063400,974663,경기도 광명시 하안4동,11830,49941.47,2023,0
12,4121063400,677056,경기도 광명시 하안4동,11835,58956.07,2023,0
1,4121063400,381308,경기도 광명시 하안4동,11831,61603.43,2024,0
2,4121063400,544371,경기도 광명시 하안4동,11822,55008.03,2024,0
3,4121063400,366269,경기도 광명시 하안4동,11808,77208.18,2024,0
4,4121063400,709718,경기도 광명시 하안4동,11794,31326.09,2024,0
5,4121063400,726389,경기도 광명시 하안4동,11788,3485.79,2024,0
6,4121063400,846086,경기도 광명시 하안4동,11750,94230.15,2024,0
7,4121063400,833686,경기도 광명시 하안4동,11754,51356.57,2024,0
8,4121063400,790420,경기도 광명시 하안4동,11749,75842.86,2024,0
9,4121063400,998190,경기도 광명시 하안4동,11737,51663.85,2024,0
10,4121063400,848872,경기도 광명시 하안4동,11715,44126.08,2024,0
11,4121063400,957134,경기도 광명시 하안4동,11682,73649.73,2024,0
12,4121063400,1140756,경기도 광명시 하안4동,11675,77909.08,2024,0
1,4121063400,422200,경기도 광명시 하안4동,11662,81663.31,2025,0
2,4121063400,1013116,경기도 광명시 하안4동,11603,81478.28,2025,0
3,4121063400,878814,경기도 광명시 하안4동,11568,40632.34,2025,0
4,4121063400,697704,경기도 광명시 하안4동,11576,10437.47,2025,0
5,4121063400,764594,경기도 광명시 하안4동,11557,8404.62,2025,0
6,4121063400,849314,경기도 광명시 하안4동,11433,6960.95,2025,0
7,4121064000,239647458,경기도 광명시 소하1동,30573,607355.3,2023,0
8,4121064000,30984419,경기도 광명시 소하1동,30481,596852.44,2023,0
9,4121064000,1891409,경기도 광명시 소하1동,30449,604813.75,2023,0
10,4121064000,1759400,경기도 광명시 소하1동,30367,616682.0,2023,0
11,4121064000,1100587,경기도 광명시 소하1동,30275,632571.4,2023,0
12,4121064000,800078,경기도 광명시 소하1동,30211,639395.56,2023,0
1,4121064000,1389615,경기도 광명시 소하1동,30166,616102.2,2024,0
2,4121064000,1333475,경기도 광명시 소하1동,30107,555614.7,2024,0
3,4121064000,1105904,경기도 광명시 소하1동,30062,626769.5,2024,0
4,4121064000,1966293,경기도 광명시 소하1동,30025,638347.44,2024,0
5,4121064000,2215217,경기도 광명시 소하1동,29985,619781.8,2024,0
6,4121064000,1970846,경기도 광명시 소하1동,29965,623588.8,2024,0
7,4121064000,1756958,경기도 광명시 소하1동,29885,660161.5,2024,0
8,4121064000,2224882,경기도 광명시 소하1동,29848,649089.06,2024,0
9,4121064000,1916588,경기도 광명시 소하1동,29840,664394.7,2024,0
10,4121064000,1480771,경기도 광명시 소하1동,29788,640452.6,2024,0
11,4121064000,1378568,경기도 광명시 소하1동,29785,635249.6,2024,0
12,4121064000,1162549,경기도 광명시 소하1동,29738,638503.6,2024,0
1,4121064000,2192374,경기도 광명시 소하1동,29680,611779.75,2025,0
2,4121064000,3384295,경기도 광명시 소하1동,29590,618425.06,2025,0
3,4121064000,2585915,경기도 광명시 소하1동,29497,604590.7,2025,0
4,4121064000,2168081,경기도 광명시 소하1동,29482,582165.75,2025,0
5,4121064000,1743443,경기도 광명시 소하1동,29466,581574.8,2025,0
6,4121064000,1788579,경기도 광명시 소하1동,29368,564854.0,2025,0
7,4121065000,292740381,경기도 광명시 소하2동,27056,457629.72,2023,0
8,4121065000,36880880,경기도 광명시 소하2동,26928,465919.3,2023,0
9,4121065000,488825,경기도 광명시 소하2동,26888,469913.38,2023,0
10,4121065000,815406,경기도 광명시 소하2동,26807,461753.06,2023,0
11,4121065000,988190,경기도 광명시 소하2동,26714,477884.16,2023,0
12,4121065000,1630849,경기도 광명시 소하2동,26637,470538.38,2023,0
